,Unnamed: 0,stars,useful,funny,cool,text,name,city,state,postal_code,latitude,longitude,review_count,is_open,categories,RestaurantsAttire,HasTV,RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsGoodForGroups,OutdoorSeating,BusinessParking,GoodForKids,NoiseLevel,RestaurantsTakeOut,Alcohol,WiFi,RestaurantsPriceRange2,Caters,BikeParking,Ambience,RestaurantsDelivery,GoodForMeal,year,preparedText,RestaurantsTableService,DriveThru,DogsAllowed,BYOBCorkage,Corkage,Topic0,Topic1,Topic2,Topic3,Topic4
103,4,5,0,0,0,Bill was super professional and courteous at the drive through. I felt his Happy Fathers Day wishes were sincere.,Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2019,bill super profession courteou drive . felt happi father day wish sincer .,,,,,,0.6589665890634596,0.2902319403899266,0.016998366125860885,0.016928415338217637,0.01687468908253533
104,5,1,0,0,0,Just terrible! Lady working drive thru was very rude and my food was cold. No receipt given. Should have listened to the reviews they're very point on.,Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2020,terribl ! ladi work drive thru rude food cold . receipt given . listen review 're point .,,,,,,0.9451991105310547,0.013504438161454673,0.01395185093517495,0.013814578625005968,0.01353002174730967
105,6,5,0,0,0,"CONNIE! She is awesome.. she is the reason I give this Burger King 5 stars! She is super friendly and awesome every time we go there. Connie has awesome customer service, gets the orders done in a timely manner, super efficient and overall does a job well done. Thank you Connie! 

Also, the guy is the manager, I think.. I didn't catch his name but he is a black dude that works there and he is really awesome too. Thank you to him as well for making my experience a good one! 

10 thumbs up to these two! I cut hair for a living and work with the public, so I know how hard it is to deal with customers and they both do such a great job!",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2019,"conni ! awesom .. reason give burger king 5 star ! super friendli awesom everi time go . conni awesom custom servic , get order done time manner , super effici overal job well done . thank conni ! also , guy manag , think .. n't catch name black dude work realli awesom . thank well make experi good one ! 10 thumb two ! cut hair live work public , know hard deal custom great job !",,,,,,0.3656366367167536,0.4211531976705612,0.20657037470521372,0.00335952112074665,0.0032802697867248976
106,7,1,1,3,0,"Never again... No senior discount, out of diet coke, when I told them, they said they don't sell diet coke???  Catsup dispenser broken, Dirty restaurant, very confused staff led by a confused manager, ordered a chili dog with onions and mustard, got a little bit of chili, nothing else ... Avoid this place!",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2016,"never ... senior discount , diet coke , told , said n't sell diet coke ? ? ? catsup dispens broken , dirti restaur , confus staff led confus manag , order chili dog onion mustard , got littl bit chili , noth els ... avoid place !",,,,,,0.48394778642492736,0.06718355392117918,0.006016846387614514,0.4367465575989458,0.00610525566733309
107,8,1,0,0,0,First off the restrooms were disgusting. The odor was loud and there was urine allover the floor. I ordered a Whopper with heavy onion and pickle. They loaded up the pickles but there was NO onion whatsoever. I took the burger back up and they added the onion and then some. The way the employee and manager apologized was sarcastic and obnoxious. Needless to say we won't be back. Our visit was on 1/5/2020.,Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2020,first restroom disgust . odor loud urin allov floor . order whopper heavi onion pickl . load pickl onion whatsoev . took burger back ad onion . way employe manag apolog sarcast obnoxi . needless say wo n't back . visit 1/5/2020 .,,,,,,0.5139343209997076,0.005842499775608486,0.19013512332974794,0.28422313130959254,0.0058649245853434635
108,9,1,0,0,0,"The girl working the drive thru was just weird. Almost seemed under the influence. Not really that big of a deal but we ordered Honey mustard at the speaker and looking in the bag it wasn't there so we asked if we could have some, she ligit stared at us for an uncomfortably long time not breaking eye contact then stuck her hand out the window with 5 sauces..... just odd.",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2020,"girl work drive thru weird . almost seem influenc . realli big deal order honey mustard speaker look bag n't ask could , ligit stare us uncomfort long time break eye contact stuck hand window 5 sauc ..... odd .",,,,,,0.7441809212304951,0.05157809937431955,0.0059954343753898555,0.19217509261683394,0.006070452402961539
109,10,1,0,0,0,"Who closes at 9 pm in the big city  & leaves all their lights on? Will  never stop here again, of course the fresh, newly remodeled McD's across the freeway is open 24/7, we will definitely go  back there. My hungry grandson kept asking ""why are they closed when all the lights are on?  We were hungry after spending the day at the ER, waiting to get his Dad seen. So insult to the crappy day, We were forced to eat fast food",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2019,"close 9 pm big citi & leav light ? never stop , cours fresh , newli remodel mcd 's across freeway open 24/7 , definit go back . hungri grandson kept ask `` close light ? hungri spend day er , wait get dad seen . insult crappi day , forc eat fast food",,,,,,0.4534656930334489,0.004886558448084986,0.4503993472219321,0.004929823306414083,0.08631857799011992
110,11,1,0,0,0,This place is absolutely terrible their customer service is horrible the employees are so rude and they lie they took our money then lied to us and gave us false information. If I can give negative stars I would! When you tell your customer is OK to use their parking lot and then after they leave you call a tow company to tow upwards to 15 cars.. this place is not a good representation of Burger King and they should be shut down!!,Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2019,place absolut terribl custom servic horribl employe rude lie took money lie us gave us fals inform . give neg star would ! tell custom ok use park lot leav call tow compani tow upward 15 car .. place good represent burger king shut ! !,,,,,,0.9359934807010063,0.004826714467669168,0.004930948445856057,0.049418459464806684,0.004830396920661809
111,12,3,0,0,0,Food was good but messed up my order I had to ask for one of our drinks and then ranch that I asked for for the chicken nuggets weren't in the bag. It was a pretty simple order maybe the Covid had something to do with it,Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2020,food good mess order ask one drink ranch ask chicken nugget n't bag . pretti simpl order mayb covid someth,,,,,,0.1423981497483847,0.01114276573392706,0.0113679535278983,0.8236203671627114,0.011470763827078557
112,13,1,0,0,0,"I've never been to such a huge dumpster fire of a fast food restaurant before in my life.

I sometimes go to fast food places because my dogs love nuggets. Yes I know I'm both a pushover and a bad dog father, but goddamnit they love their nuggies. So I indulge them once a week. I figured why not get a couple of my favorite childhood sandwiches as well?

I had actually been thinking about original chicken sandwiches lately. It's been a while, and I used to love them. Crispy, zesty, elongated, chicken sandwiches. Simple. Delicious.

When I got to the drive through, it took a bit for someone to speak. I don't know if you are supposed to speak first these days, so maybe that's my fault.

I stated that I wanted two original chicken sandwiches and the attendant said ""ok so 2 spicy crispy chicken sandwiches"" and I replied that what she responded was mistaken and that I wanted two plain regular ORIGINAL chicken sandwiches, to which she replied ""ok so two crispy chicken sandwiches"" to which I, a third time, said original chicken sandwich. I said we might be getting it mixed up and asked if there was a difference between crispy chicken, and original chicken, because they appear to be different items on the menu. They were. She then responded ""oh ok so you want three original chicken sandwiches.""

...just the two will be fine...

So after that she asks if I want anything else. More like she says ""...anythingelseforyou?"" So I ordered a side of fries and some mozzarella sticks. 

""2 chicken sandwiches and a fries. Anything else?""

""Yes the mozzarella sticks as well please, and two orders of chicken nuggets""

""...thatallforyou?""

I pull up, pay, make sure the items are correct on my receipt, good to go. I get the bag and drive off. I'm snacking on my fries on the way home, and realize the load is a bit small, so I pull over and inspect my bag, and notice no nuggets. UGH! So I head back.

I retrieve my nuggets, which came with a bonus taco, and finally make it home. 

I soothe my beasts with their nuggies, put away more for tomorrow, and sit down to eat my chicken sandwiches. I have been waiting for this moment. 

I open the wrapper, and...mold. There's mold on this bread. I'm in the restaurant industry, shit happens, so I go to tear off the bit with the mold, and upon touching it I realize it's all stale. My fingers graze the sides of the chicken patty, and it's soggy. I open the bun...and the lettuce is rotten.

Like...at this point...I have thoroughly died inside. How....like why the fuck....

Ok so if I were working there, and had fucked up interpreting this guys order three goddamn times, I'd want to make DAMN sure the rest of his order was right or at LEAST in the damn bags. You better BELIEVE I'm getting back into that line making sure those sandwiches are goddamn flawless, and you better fucking believe I'm in front of that monitor making sure EVERY GODDAMN ITEM makes it into the bag. Even if it was just to save my own integrity. 

I get it kids. It's not considered ""cool"" to work at a fast food place, of all times during the summer, of al times during the weekend. I get it, but while you are there, you need to be one hundred percent there. And this was not that.

For real this experience was more than enough for me to feel good that I don't eat fast food all that often, but I really feel bad for people that are eating that shit on a regular basis.",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2019,"'ve never huge dumpster fire fast food restaur life . sometim go fast food place dog love nugget . ye know 'm pushov bad dog father , goddamnit love nuggi . indulg week . figur get coupl favorit childhood sandwich well ? actual think origin chicken sandwich late . 's , use love . crispi , zesti , elong , chicken sandwich . simpl . delici . got drive , took bit someon speak . n't know suppos speak first day , mayb 's fault . state want two origin chicken sandwich attend said `` ok 2 spici crispi chicken sandwich '' repli respond mistaken want two plain regular origin chicken sandwich , repli `` ok two crispi chicken sandwich '' , third time , said origin chicken sandwich . said might get mix ask differ crispi chicken , origin chicken , appear differ item menu . . respond `` oh ok want three origin chicken sandwich . '' ... two fine ... ask want anyth els . like say `` ... anythingelsefory ? '' order side fri mozzarella stick . `` 2 chicken sandwich fri . anyth els ? '' `` ye mozzarella stick well pleas , two order chicken nugget '' '' ... thatallfory ? '' pull , pay , make sure item correct receipt , good go . get bag drive . 'm snack fri way home , realiz load bit small , pull inspect bag , notic nugget . ugh ! head back . retriev nugget , came bonu taco , final make home . sooth beast nuggi , put away tomorrow , sit eat chicken sandwich . wait moment . open wrapper , ... mold . 's mold bread . 'm restaur industri , shit happen , go tear bit mold , upon touch realiz 's stale . finger graze side chicken patti , 's soggi . open bun ... lettuc rotten . like ... point ... thoroughli die insid . .... like fuck .... ok work , fuck interpret guy order three goddamn time , 'd want make damn sure rest order right least damn bag . better believ 'm get back line make sure sandwich goddamn flawless , better fuck believ 'm front monitor make sure everi goddamn item make bag . even save integr . get kid . 's consid `` cool '' work fast food place , time summer , al time weekend . get , , need one hundr percent . . real experi enough feel good n't eat fast food often , realli feel bad peopl eat shit regular basi .",,,,,,0.40556108456725737,0.04876200263249516,0.0006715894237440084,0.4973920015760796,0.04761332180042389
113,14,3,0,1,0,"It's a BK & wasn't in the yelp system, so I thought I'd drop it in. Granted, not a place I normally visit, but I thought it might help someone who needed to feed a late night craving or mini-van (shudder) full of kiddos!",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2012,"'s bk & n't yelp system , thought 'd drop . grant , place normal visit , thought might help someon need feed late night crave mini-van ( shudder ) full kiddo !",,,,,,0.5716684282233045,0.00862270441092931,0.4021090966772366,0.008722038948883862,0.008877731739645645
114,15,1,0,0,0,"This Burger King has the nastiest & grumpiest,  gal at the window. She was so abrupt in her mannerisms and speech. Not happy to be at work.
Our french fries were cold and hard.  I guess they don't care what they serve their customers. No napkins
Won't be stopping there again.",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2020,"burger king nastiest & grumpiest , gal window . abrupt manner speech . happi work . french fri cold hard . guess n't care serv custom . napkin wo n't stop .",,,,,,0.6260974780180828,0.00901380626617007,0.00891816350012011,0.34712533741726276,0.00884521479836423
115,16,1,0,0,0,"We ordered two burgers. One with extra onions. I didn't receive the extra onions. The burger were cold, soggy and the lettuce was old.",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2020,"order two burger . one extra onion . n't receiv extra onion . burger cold , soggi lettuc old .",,,,,,0.014268184418228682,0.013542911122844822,0.01351193024271694,0.9448300604272698,0.013846913788939808
116,17,1,0,0,0,"Used to frequent this BK,  but never again. Theres a new girl working the front counter and drive thru, and she is incredibly rude and also hard of hearing. Poor choice to have in that position.  Do not waste your time or money here unless you enjoy poor customer service",Burger King,Portland,OR,97217,45.6111183167,-122.6770019531,20,1,"Restaurants, Fast Food, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2020,"use frequent bk , never . there new girl work front counter drive thru , incred rude also hard hear . poor choic posit . wast time money unless enjoy poor custom servic",,,,,,0.8386808840271299,0.00710307404063364,0.14019019357479717,0.007040534207878827,0.006985314149560466
117,0,1,1,0,0,"I don't know but we went here to use the coupon that we have but unfortunately we cannot use it because they are ""on sale"". So we don't have a choice but to keep our coupon and take their sale price which is higher than the face amount of the coupon. I am not sure if this is really the policy at Burger King. And when we have our Whopper, the burger patties seem thinner than usual. Very disappointed.",Burger King,Surrey,BC,V3W 3J7,49.1632566075,-122.8751838864,10,1,"Hot Dogs, Fast Food, Restaurants, Burgers",'dressy',True,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'quiet',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,2015,"n't know went use coupon unfortun use `` sale '' . n't choic keep coupon take sale price higher face amount coupon . sure realli polici burger king . whopper , burger patti seem thinner usual . disappoint .",,,,,,0.6710638633425734,0.006754312913876252,0.006813419928684559,0.3085642928857307,0.0068041109291352275
118,1,2,0,0,0,"I stopped by for a whopper with cheese combo. I saw staff make my meal, but the burger was cold. The cheese was not melted at all. The patty was cold. I do not know how they market their flamed-grilled beef because I could not taste the difference. The fries were fresh though. The seating area was in badly need of a wipe down and cleaning. Tables were dirty with crumbs or had old trays of food. There were a few customers dining in the seating area. The pop station was also dirty and needed to be wiped down.

The only highlight was the fries. My burger was underwhelming. I have had better whoppers before. I would have been very happy if staff just microwaved the patty and cheese just to warm up the food.

2.5 star overall experience. The fries bumped up a star.",Burger King,Surrey,BC,V3W 3J7,49.1632566075,-122.8751838864,10,1,"Hot Dogs, Fast Food, Restaurants, Burgers",'dressy',True,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'quiet',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,2017,"stop whopper chees combo . saw staff make meal , burger cold . chees melt . patti cold . know market flamed-gril beef could tast differ . fri fresh though . seat area badli need wipe clean . tabl dirti crumb old tray food . custom dine seat area . pop station also dirti need wipe . highlight fri . burger underwhelm . better whopper . would happi staff microwav patti chees warm food . 2.5 star overal experi . fri bump star .",,,,,,0.25266544244969885,0.003034733313641083,0.15735337955320527,0.5838927779647308,0.0030536667187238803
119,2,1,0,0,0,HAIR !!!!!! In a junior chicken sandwich. It was long too -- almost half a foot. No excuse for & they were not even busy as it was before 11 a.m. DISGUSTING !!!!!!!,Burger King,Surrey,BC,V3W 3J7,49.1632566075,-122.8751838864,10,1,"Hot Dogs, Fast Food, Restaurants, Burgers",'dressy',True,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'quiet',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,2017,hair ! ! ! ! ! ! junior chicken sandwich . long -- almost half foot . excus & even busi 11 a.m. disgust ! ! ! ! ! ! !,,,,,,0.7303615135796142,0.014406015496606174,0.014507006101618975,0.22638786723721327,0.01433759758494737
120,3,3,0,0,1,"Giant BK in the middle of Surrey.

Parking is plentiful in the large lot surrounding the building.

The building looks large and new on the outside.  The inside is classier than several locations, but the booths are really not that comfortable to sit on.  Some padded seating would've been nice.

This location also has a large kid's playground, including the giant slide.

Staff were quickly, and I had my Whopper combo in no time.",Burger King,Surrey,BC,V3W 3J7,49.1632566075,-122.8751838864,10,1,"Hot Dogs, Fast Food, Restaurants, Burgers",'dressy',True,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'quiet',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,2016,"giant bk middl surrey . park plenti larg lot surround build . build look larg new outsid . insid classier sever locat , booth realli comfort sit . pad seat would 've nice . locat also larg kid 's playground , includ giant slide . staff quickli , whopper combo time .",,,,,,0.04975598968832639,0.004843537959521693,0.8865004171288622,0.004904740719168348,0.05399531450412131
121,4,1,2,1,1,"All I can say is HORRIBLE! The food was cold but honestly I didn't expect much from a fast food restaurant! The server however was horrendous! I was in drive thru for about 5 mins before my order was even taken and the man named Vikram he couldn't speak english at all was rushing me when I finally got up to the menu to order. The order was for my brother who has severe allergies to tomatoes, so I repeated myself 3 times to make sure the order was correct. After waiting another 15 mins for my order they gave me a burger WITH TOMATOES! I told them once again that I needed no tomatoes due to allergies! So the man took my burger put on gloves and peeled the tomato off in front of me! I told him that I needed a new one because part of the tomato was still in the burger, he then told me he couldn't help me longer and to come inside. Once I went in they gave me a cold hard burger with no apology! I told them to give me my money back and they told me they could because they said I caused them trouble. I was floored!",Burger King,Surrey,BC,V3W 3J7,49.1632566075,-122.8751838864,10,1,"Hot Dogs, Fast Food, Restaurants, Burgers",'dressy',True,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'quiet',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,2015,"say horribl ! food cold honestli n't expect much fast food restaur ! server howev horrend ! drive thru 5 min order even taken man name vikram could n't speak english rush final got menu order . order brother sever allergi tomato , repeat 3 time make sure order correct . wait anoth 15 min order gave burger tomato ! told need tomato due allergi ! man took burger put glove peel tomato front ! told need new one part tomato still burger , told could n't help longer come insid . went gave cold hard burger apolog ! told give money back told could said caus troubl . floor !",,,,,,0.7226265960446645,0.002175059777580491,0.0021807847486130685,0.27085165688176677,0.002165902547375214
122,5,1,0,0,0,"Bugs!!
All the booths along all the walls have ants all over the place. 
Told the staff, they didn't care. They just sprayed a little cleaner in 1 spot, and didn't even look where we told them where the bugs where. 
The 20 minutes we were there, about 4 other parties started eating at the booths, quickly moved when they saw all the ants. They complained, once again the staff did nothing, nor did they even seem to care. 

Avoid this location, it has serious issues.",Burger King,Surrey,BC,V3W 3J7,49.1632566075,-122.8751838864,10,1,"Hot Dogs, Fast Food, Restaurants, Burgers",'dressy',True,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'quiet',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,2017,"bug ! ! booth along wall ant place . told staff , n't care . spray littl cleaner 1 spot , n't even look told bug . 20 minut , 4 parti start eat booth , quickli move saw ant . complain , staff noth , even seem care . avoid locat , seriou issu .",,,,,,0.7228823421760833,0.005356200496190381,0.26102501045959803,0.005346099336476083,0.005390347531652381
123,6,1,0,0,0,My veggie burger patty was cold and came straight out of the warmer and l got two pickles one leaf of lettuce and some lines of ketchup the food was bland and l've had better veggie burgers l only came here because l had a buy one get one coupon other than that l would never eat here again.,Burger King,Surrey,BC,V3W 3J7,49.1632566075,-122.8751838864,10,1,"Hot Dogs, Fast Food, Restaurants, Burgers",'dressy',True,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'quiet',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,2018,veggi burger patti cold came straight warmer l got two pickl one leaf lettuc line ketchup food bland l 've better veggi burger l came l buy one get one coupon l would never eat .,,,,,,0.2074633007466113,0.006518413470551326,0.006601013113710669,0.7728024047427111,0.006614867926415675
124,7,4,0,1,0,"Not sure if this is the only BK in Surrey, but it's a dandy! Feels and looks like new, big stand-alone which is likeable, and efficient drive-thru.

Seriously, i feel the portions are bigger & better, Whopper Wednesday today, all the veggies placed nicely & bigger size than Van's, it seems lol.

But for sure the poutine had WAY MORE cheese curds (if you can call it that) than Van or Richmond!",Burger King,Surrey,BC,V3W 3J7,49.1632566075,-122.8751838864,10,1,"Hot Dogs, Fast Food, Restaurants, Burgers",'dressy',True,False,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'quiet',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,2013,"sure bk surrey , 's dandi ! feel look like new , big stand-alon likeabl , effici drive-thru . serious , feel portion bigger & better , whopper wednesday today , veggi place nice & bigger size van 's , seem lol . sure poutin way chees curd ( call ) van richmond !",,,,,,0.33740263669041504,0.0771316391041428,0.14305490224247114,0.3788809614632799,0.06352986049969103
125,0,1,0,1,0,"I wish I could give this place a 0. Thank baby Jesus that I don't eat fast food anymore smh I tried to get a salad from here one afternoon and they ran out...really? This particular location is terrible, if not the Worst. They'll mess up your order, then get an attitude. Matter fact, if they do screw your order up, just take it and go. I don't even trust them, cus they're THAT shady. Welcome to the Hood.",Burger King,Atlanta,GA,30313,33.749299,-84.404832,28,1,"Fast Food, Restaurants, Burgers",u'casual',True,False,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',,1,False,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",2012,"wish could give place 0. thank babi jesu n't eat fast food anymor smh tri get salad one afternoon ran ... realli ? particular locat terribl , worst . 'll mess order , get attitud . matter fact , screw order , take go . n't even trust , cu 're shadi . welcom hood .",False,True,False,,,0.6003882663084688,0.11066637837314114,0.18751795472991262,0.09655581995057719,0.004871580637900156
